episode:1, reward: -50, mean reward: -9.76, score: -58.53508881726532, epsilon: 0.8855607164166145, total steps: 515
episode:246, reward: 0.3560351003353901, mean reward: -1.04, score: -36.35073616822777, epsilon: 0.7490831444126602, total steps: 5865
episode:247, reward: -50, mean reward: -7.29, score: -51.053761219994215, epsilon: 0.748920044041414, total steps: 5872
episode:248, reward: -50, mean reward: -3.06, score: -49.0086723113904, epsilon: 0.7485473860688845, total steps: 5888
episode:249, reward: -50, mean reward: -2.75, score: -85.18788580095867, epsilon: 0.7478259265882082, total steps: 5919
episode:250, reward: 0.27257463139753213, mean reward: 0.08, score: 2.9127384426501806, epsilon: 0.7470122710652001, total steps: 5954
episode:251, reward: -50, mean reward: -2.39, score: -78.8500820302007, epsilon: 0.7462459791048743, total steps: 5987
episode:252, reward: -50, mean reward: -1.75, score: -57.65736690390946, epsilon: 0.7454805296022683, total steps: 6020
episode:253, reward: -0.002753836266407461, mean reward: 0.01, score: 0.3793009901131086, epsilon: 0.7446696087801912, total steps: 6055
episode:254, reward: -50, mean reward: -2.91, score: -61.0910340258219, epsilon: 0.7441835102083942, total steps: 6076
episode:255, reward: 0.04662238805772745, mean reward: -0.2, score: -6.999651836297858, epsilon: 0.7433741016932596, total steps: 6111
episode:256, reward: 1.2118169099642557, mean reward: -1.08, score: -37.64392355908191, epsilon: 0.7425656369374258, total steps: 6146
episode:257, reward: -1.16975176521521, mean reward: -0.33, score: -11.611243054887012, epsilon: 0.7417581148404826, total steps: 6181
episode:258, reward: -2.311798704800566, mean reward: -0.82, score: -28.85350652196564, epsilon: 0.7409515343033026, total steps: 6216
episode:259, reward: -50, mean reward: -3.31, score: -49.69748669078592, epsilon: 0.7406061448906996, total steps: 6231
episode:260, reward: -50, mean reward: -3.02, score: -75.59517876998709, epsilon: 0.7400308794971622, total steps: 6256
episode:261, reward: -0.016604016592850712, mean reward: -1.13, score: -39.430244863810174, epsilon: 0.73922631289286, total steps: 6291
episode:262, reward: -50, mean reward: -1.6, score: -52.76972908129221, epsilon: 0.7384685807777459, total steps: 6324
episode:263, reward: -50, mean reward: -13.26, score: -53.059573606863836, epsilon: 0.7383767910864243, total steps: 6328
episode:264, reward: -50, mean reward: -2.85, score: -57.037060274747034, epsilon: 0.737918026164332, total steps: 6348
episode:265, reward: -50, mean reward: -10.95, score: -54.75223975256816, epsilon: 0.7378033827138575, total steps: 6353
episode:266, reward: -50, mean reward: -4.37, score: -61.14079543044278, epsilon: 0.7374824826844216, total steps: 6367
episode:267, reward: -0.10158925225994153, mean reward: -0.9, score: -31.425738041107678, epsilon: 0.736680887476083, total steps: 6402
episode:268, reward: 0.2478580434495825, mean reward: -1.21, score: -42.17903940137725, epsilon: 0.7358802269168362, total steps: 6437
episode:269, reward: -50, mean reward: -2.04, score: -65.166654308609, epsilon: 0.7351490113924013, total steps: 6469
episode:270, reward: -50, mean reward: -4.84, score: -67.73681884293248, epsilon: 0.7348293497805956, total steps: 6483
episode:271, reward: -50, mean reward: -2.99, score: -47.79685731886141, epsilon: 0.7344642048413517, total steps: 6499
episode:272, reward: -50, mean reward: -3.75, score: -44.96334969483206, epsilon: 0.7341904739092513, total steps: 6511
episode:273, reward: -50, mean reward: -9.89, score: -49.4261543995363, epsilon: 0.7340764516657173, total steps: 6516
episode:274, reward: -50, mean reward: -7.21, score: -57.665689188670086, epsilon: 0.7338940555991629, total steps: 6524
episode:275, reward: -50, mean reward: -6.97, score: -48.79530207279808, epsilon: 0.733734498935191, total steps: 6531
episode:276, reward: -50, mean reward: -1.46, score: -42.23148441968314, epsilon: 0.7330738749392615, total steps: 6560
episode:277, reward: -50, mean reward: -2.62, score: -70.78101816590049, epsilon: 0.7324593850137607, total steps: 6587
episode:278, reward: 1.924773876825327, mean reward: -0.56, score: -19.74859962632854, epsilon: 0.7316636466688698, total steps: 6622
episode:279, reward: -50, mean reward: -3.22, score: -67.539214239713, epsilon: 0.7311866490848334, total steps: 6643
episode:280, reward: -2.9610446848880656, mean reward: -0.19, score: -6.805246622848671, epsilon: 0.7303923947326956, total steps: 6678
episode:281, reward: -0.5307189561935388, mean reward: -1.2, score: -42.11904582556315, epsilon: 0.7295990664703111, total steps: 6713
episode:282, reward: -50, mean reward: -2.33, score: -62.957048675768505, epsilon: 0.7289877024655571, total steps: 6740
episode:283, reward: 0.21891437885102505, mean reward: 0.02, score: 0.6128640406115835, epsilon: 0.7281960120552182, total steps: 6775
episode:284, reward: -50, mean reward: -1.91, score: -45.849456866033904, epsilon: 0.7276536722104368, total steps: 6799
episode:285, reward: -50, mean reward: -4.73, score: -51.982388170422496, epsilon: 0.7274052447451115, total steps: 6810
episode:286, reward: -2.435024029540216, mean reward: -0.49, score: -17.284819882156427, epsilon: 0.7266153994589147, total steps: 6845
episode:287, reward: -50, mean reward: -2.84, score: -53.98390334788297, epsilon: 0.726187012042925, total steps: 6864
episode:288, reward: -2.214311327623818, mean reward: -0.61, score: -21.289774174140604, epsilon: 0.7253985871994615, total steps: 6899
episode:289, reward: -50, mean reward: -2.59, score: -67.39057487761119, epsilon: 0.7248134953336529, total steps: 6925
episode:290, reward: -1.2560564143567206, mean reward: -0.81, score: -28.339986727184908, epsilon: 0.7240266719919591, total steps: 6960
episode:291, reward: -2.2432270544257165, mean reward: -0.99, score: -34.606164258288544, epsilon: 0.7232407660755618, total steps: 6995
episode:292, reward: -50, mean reward: -4.18, score: -75.16919243723919, epsilon: 0.7228369427750213, total steps: 7013
episode:293, reward: -50, mean reward: -3.1, score: -55.8051197741037, epsilon: 0.7224333616957875, total steps: 7031
episode:294, reward: 1.5799671379994038, mean reward: -0.31, score: -10.92239728016773, epsilon: 0.7216493135574878, total steps: 7066
episode:295, reward: -0.9171530532249221, mean reward: -1.05, score: -36.80891701910798, epsilon: 0.7208661796086353, total steps: 7101
episode:296, reward: 0.1413613566989227, mean reward: -0.93, score: -32.58084847362869, epsilon: 0.7200839587832975, total steps: 7136
episode:297, reward: -50, mean reward: -2.06, score: -47.41934597685082, epsilon: 0.7195704246281434, total steps: 7159
episode:298, reward: -50, mean reward: -7.02, score: -56.121250403206034, epsilon: 0.7193918963197417, total steps: 7167
episode:299, reward: -50, mean reward: -1.4, score: -29.502721048107105, epsilon: 0.7189234859550722, total steps: 7188
episode:300, reward: -50, mean reward: -2.51, score: -42.61910997842912, epsilon: 0.7185445366921293, total steps: 7205
episode:301, reward: -50, mean reward: -2.5, score: -40.05650688639375, epsilon: 0.7181880746708819, total steps: 7221
episode:302, reward: -50, mean reward: -3.45, score: -65.5128334080695, epsilon: 0.7177650228708012, total steps: 7240
episode:303, reward: -50, mean reward: -2.39, score: -69.18312632408433, epsilon: 0.7171198285761768, total steps: 7269
episode:304, reward: -50, mean reward: -17.35, score: -52.05297438687586, epsilon: 0.717053119928807, total steps: 7272
episode:305, reward: -0.35683507630776035, mean reward: -0.71, score: -24.9239507141896, epsilon: 0.7162753450791056, total steps: 7307
episode:306, reward: 1.107486425559415, mean reward: -0.08, score: -2.65601712488305, epsilon: 0.7154984771042823, total steps: 7342
episode:307, reward: -50, mean reward: -2.43, score: -60.86689697221212, epsilon: 0.7149441260517144, total steps: 7367
episode:308, reward: 0.24488458104093525, mean reward: -0.25, score: -8.710990341423553, epsilon: 0.7141688102601401, total steps: 7402
episode:309, reward: -50, mean reward: -1.74, score: -55.78291932204925, epsilon: 0.7134607412331458, total steps: 7434
episode:310, reward: 0.9172927259392338, mean reward: -0.7, score: -24.50279625121067, epsilon: 0.7126871550480598, total steps: 7469
episode:311, reward: -50, mean reward: -3.64, score: -54.6073054356641, epsilon: 0.712355894292626, total steps: 7484
episode:312, reward: 1.3844049493282569, mean reward: -0.45, score: -15.759059813685639, epsilon: 0.7115835963440198, total steps: 7519
episode:313, reward: 0.02654332281682059, mean reward: 0.48, score: 16.755431595188753, epsilon: 0.7108121988842997, total steps: 7554
episode:314, reward: -50, mean reward: -2.91, score: -52.44525032501241, epsilon: 0.7104158304873793, total steps: 7572
episode:315, reward: -50, mean reward: -3.04, score: -54.65919857326338, epsilon: 0.710019699840165, total steps: 7590
episode:316, reward: -50, mean reward: -1.59, score: -47.79078724194301, epsilon: 0.7093600100401989, total steps: 7620
episode:317, reward: 0.8721479220373283, mean reward: -0.64, score: -22.25919984978316, epsilon: 0.7085912052518143, total steps: 7655
episode:318, reward: 0.24631960007479847, mean reward: -0.5, score: -17.569157768526566, epsilon: 0.7078232968793385, total steps: 7690
episode:319, reward: 1.4945475379932418, mean reward: -0.58, score: -20.414208810438964, epsilon: 0.7070562838775628, total steps: 7725
episode:320, reward: -50, mean reward: -2.14, score: -62.18881285113528, epsilon: 0.7064214363622161, total steps: 7754
episode:321, reward: -50, mean reward: -2.61, score: -78.37357426069144, epsilon: 0.7057653430271958, total steps: 7784
episode:322, reward: -2.769415906481754, mean reward: -0.65, score: -22.580250955326136, epsilon: 0.7050007295715736, total steps: 7819
episode:323, reward: -50, mean reward: -2.96, score: -50.276653978005356, epsilon: 0.7046296676356275, total steps: 7836
episode:324, reward: -50, mean reward: -5.68, score: -68.16441345356267, epsilon: 0.7043678681319646, total steps: 7848
episode:325, reward: -50, mean reward: -0.98, score: -30.39639073656153, epsilon: 0.7036920372409917, total steps: 7879
episode:326, reward: 0.7691825325626951, mean reward: -0.72, score: -25.166654559860433, epsilon: 0.7029298412316688, total steps: 7914
episode:327, reward: -50, mean reward: -6.94, score: -55.52909482080747, epsilon: 0.7027557498205601, total steps: 7922
episode:328, reward: -50, mean reward: -3.13, score: -81.50074939639237, epsilon: 0.7021902732459593, total steps: 7948
episode:329, reward: -50, mean reward: -2.38, score: -59.533372229109915, epsilon: 0.7016470077436526, total steps: 7973
episode:330, reward: -50, mean reward: -8.49, score: -59.42055637815602, epsilon: 0.7014949745130791, total steps: 7980
episode:331, reward: -3.092277409035404, mean reward: -0.16, score: -5.739039334359404, epsilon: 0.7007353402489634, total steps: 8015
episode:332, reward: -50, mean reward: -5.44, score: -54.437290153511185, epsilon: 0.7005184646168272, total steps: 8025
episode:333, reward: -50, mean reward: -5.12, score: -61.408189278158346, epsilon: 0.7002583092655196, total steps: 8037
episode:334, reward: -50, mean reward: -1.89, score: -58.510572249730956, epsilon: 0.6995867227254163, total steps: 8068
episode:335, reward: -50, mean reward: -3.62, score: -57.979523037635204, epsilon: 0.6992403688425414, total steps: 8084
episode:336, reward: -50, mean reward: -1.88, score: -52.6268222595825, epsilon: 0.698634693857249, total steps: 8112
episode:337, reward: 0.9858101203424781, mean reward: -1.03, score: -36.06468966485522, epsilon: 0.6978783946414088, total steps: 8147
episode:338, reward: -50, mean reward: -12.74, score: -50.97767494241057, epsilon: 0.6977920166141197, total steps: 8151
episode:339, reward: -3.056441546399128, mean reward: 0.13, score: 4.431441349971493, epsilon: 0.697036699948464, total steps: 8186
episode:340, reward: 1.6646052250621324, mean reward: -0.87, score: -30.29709452703446, epsilon: 0.6962822639717497, total steps: 8221
episode:341, reward: -0.960286471346933, mean reward: -0.53, score: -18.53447736567466, epsilon: 0.6955287076571057, total steps: 8256
episode:342, reward: -1.7198452354773792, mean reward: -0.3, score: -10.501964757007954, epsilon: 0.694776029978858, total steps: 8291
episode:343, reward: 0.8939515539765353, mean reward: -0.5, score: -17.47912009112457, epsilon: 0.6940242299125282, total steps: 8326
episode:344, reward: -50, mean reward: -1.97, score: -39.489715782127234, epsilon: 0.6935950235106171, total steps: 8346
episode:345, reward: -0.059607775722327005, mean reward: -0.84, score: -29.555279904564514, epsilon: 0.692844600481739, total steps: 8381
episode:346, reward: -50, mean reward: -3.08, score: -64.71069693209841, epsilon: 0.692394766721586, total steps: 8402
episode:347, reward: -0.3505448038207817, mean reward: -0.88, score: -30.67124161747489, epsilon: 0.6916457431757712, total steps: 8437
episode:348, reward: -50, mean reward: -3.38, score: -50.63527203717905, epsilon: 0.6913250004965352, total steps: 8452
episode:349, reward: -0.7744810628190919, mean reward: -1.04, score: -36.391548595356625, epsilon: 0.6905772242835642, total steps: 8487
episode:350, reward: 1.4266402269375646, mean reward: -0.82, score: -28.742076331509907, epsilon: 0.6898303199674692, total steps: 8522
episode:351, reward: -50, mean reward: -3.45, score: -75.87486783714425, epsilon: 0.6893612830673764, total steps: 8544
episode:352, reward: 0.13119305182124208, mean reward: 0.17, score: 6.060229758188939, epsilon: 0.6886157965221733, total steps: 8579
episode:353, reward: -50, mean reward: -3.2, score: -57.58742182215053, epsilon: 0.6882327419721166, total steps: 8597
episode:354, reward: 1.189123269981195, mean reward: 0.7, score: 24.4494507236318, epsilon: 0.687488571290455, total steps: 8632
episode:355, reward: -50, mean reward: -1.95, score: -50.67334857814359, epsilon: 0.6869363205385627, total steps: 8658
episode:356, reward: -50, mean reward: -2.51, score: -45.11025142391151, epsilon: 0.6865542733718509, total steps: 8676
episode:357, reward: -1.8931374379917543, mean reward: -1.02, score: -35.76693020040045, epsilon: 0.6858120597617092, total steps: 8711
episode:358, reward: -1.1397287008007595, mean reward: -0.58, score: -20.196234154969574, epsilon: 0.6850707115625249, total steps: 8746
episode:359, reward: 0.6058826790703336, mean reward: -0.61, score: -21.47414442221725, epsilon: 0.6843302277652404, total steps: 8781
episode:360, reward: -2.038475336100646, mean reward: -0.92, score: -32.131178428863365, epsilon: 0.683590607361975, total steps: 8816
episode:361, reward: -50, mean reward: -2.37, score: -35.575972099672384, epsilon: 0.6832738912439218, total steps: 8831
episode:362, reward: -50, mean reward: -2.8, score: -67.1160746675616, epsilon: 0.6827674747245434, total steps: 8855
episode:363, reward: -0.6572514280865107, mean reward: -0.47, score: -16.582616616770594, epsilon: 0.6820296764700319, total steps: 8890
episode:364, reward: -1.3951055211182393, mean reward: -1.03, score: -35.90942833537429, epsilon: 0.6812927384782334, total steps: 8925
episode:365, reward: -50, mean reward: -2.23, score: -40.1927182188235, epsilon: 0.6809140764451161, total steps: 8943
episode:366, reward: -50, mean reward: -2.48, score: -54.53049570774124, epsilon: 0.6804515757267133, total steps: 8965
episode:367, reward: -50, mean reward: -3.14, score: -72.30102884063643, epsilon: 0.6799684147540284, total steps: 8988
episode:368, reward: -50, mean reward: -2.41, score: -70.02743264800512, epsilon: 0.679359739526857, total steps: 9017
episode:369, reward: -50, mean reward: -4.24, score: -46.628019469270924, epsilon: 0.6791290165908204, total steps: 9028
episode:370, reward: -50, mean reward: -12.74, score: -50.94553486481777, epsilon: 0.6790451383139511, total steps: 9032
episode:371, reward: -2.828476169231152, mean reward: -0.66, score: -22.952623519798493, epsilon: 0.67831168025298, total steps: 9067
episode:372, reward: -50, mean reward: -8.4, score: -58.81461353684338, epsilon: 0.6781650912969643, total steps: 9074
episode:373, reward: -50, mean reward: -6.71, score: -46.95476906584105, epsilon: 0.6780185365410483, total steps: 9081
episode:374, reward: -50, mean reward: -17.35, score: -52.053411286931464, epsilon: 0.677955737827382, total steps: 9084
episode:375, reward: -50, mean reward: -3.19, score: -50.986905869064, epsilon: 0.6776209173939263, total steps: 9100
episode:376, reward: -50, mean reward: -3.62, score: -54.365241646085764, epsilon: 0.6773071853747701, total steps: 9115
episode:377, reward: -50, mean reward: -9.53, score: -47.641189509857156, epsilon: 0.6772026428893234, total steps: 9120
episode:378, reward: -50, mean reward: -5.81, score: -58.13787549766832, epsilon: 0.6769936101824136, total steps: 9130
episode:379, reward: -3.165700316231238, mean reward: -0.6, score: -20.85546466474929, epsilon: 0.6762625441752935, total steps: 9165
episode:380, reward: -50, mean reward: -1.96, score: -45.02582734567628, epsilon: 0.6757825935626693, total steps: 9188
episode:381, reward: -50, mean reward: -6.04, score: -48.338771082165266, epsilon: 0.6756157404524561, total steps: 9196
episode:382, reward: -50, mean reward: -2.08, score: -58.17825442842724, epsilon: 0.6750321048336901, total steps: 9224
episode:383, reward: -0.08796001411678844, mean reward: -0.34, score: -11.870705289135287, epsilon: 0.6743033259150825, total steps: 9259
episode:384, reward: 0.22155770399373864, mean reward: -0.83, score: -28.960100182862277, epsilon: 0.6735753967427647, total steps: 9294
episode:385, reward: 2.679100303848827, mean reward: 0.21, score: 7.332063199776542, epsilon: 0.6728483163259444, total steps: 9329
episode:386, reward: -50, mean reward: -2.73, score: -46.444431759772385, epsilon: 0.672495468929564, total steps: 9346
episode:387, reward: -50, mean reward: -2.49, score: -62.31490090792033, epsilon: 0.6719769387896884, total steps: 9371
episode:388, reward: -0.8608949279616809, mean reward: -0.94, score: -32.75566537125334, epsilon: 0.6712517221530635, total steps: 9406
episode:389, reward: -1.3862102398312857, mean reward: -1.12, score: -39.34963291340614, epsilon: 0.6705273511091564, total steps: 9441
episode:390, reward: -50, mean reward: -1.88, score: -65.81980591843262, epsilon: 0.6698038246720173, total steps: 9476
episode:391, reward: 1.5630584810510584, mean reward: 0.31, score: 10.817101396120961, epsilon: 0.6690811418568464, total steps: 9511
episode:392, reward: -2.5634252570388867, mean reward: -0.37, score: -12.827353026699825, epsilon: 0.668359301679992, total steps: 9546
episode:393, reward: 1.354623840205221, mean reward: -0.26, score: -8.954992078462709, epsilon: 0.6676383031589492, total steps: 9581
episode:394, reward: -50, mean reward: -4.24, score: -63.65779912005536, epsilon: 0.6673295611992919, total steps: 9596
episode:395, reward: -50, mean reward: -2.73, score: -49.17241592739654, epsilon: 0.6669592745596727, total steps: 9614
episode:396, reward: -50, mean reward: -4.88, score: -58.57360165677872, epsilon: 0.6667125402000106, total steps: 9626
episode:397, reward: -2.753682511330595, mean reward: 0.09, score: 3.2565116430640444, epsilon: 0.6659934617804175, total steps: 9661
episode:398, reward: -50, mean reward: -3.79, score: -56.91106063213584, epsilon: 0.6656855420358784, total steps: 9676
episode:399, reward: -50, mean reward: -3.05, score: -54.9610437648893, epsilon: 0.6653162415118931, total steps: 9694
episode:400, reward: -50, mean reward: -3.34, score: -76.85268589073436, epsilon: 0.6648446798484694, total steps: 9717
episode:401, reward: -50, mean reward: -3.04, score: -72.84496412989984, epsilon: 0.664353000802432, total steps: 9741
episode:402, reward: -50, mean reward: -2.8, score: -47.563643664915816, epsilon: 0.6640049660544689, total steps: 9758
episode:403, reward: -50, mean reward: -2.63, score: -52.63749748383594, epsilon: 0.6635957658256645, total steps: 9778
episode:404, reward: -50, mean reward: -1.54, score: -52.44155194908831, epsilon: 0.6629007512070716, total steps: 9812
episode:405, reward: -50, mean reward: -1.91, score: -61.08102975907241, epsilon: 0.662247338954272, total steps: 9844
episode:406, reward: -50, mean reward: -4.8, score: -43.1887483573347, epsilon: 0.6620636923009611, total steps: 9853
episode:407, reward: -50, mean reward: -5.41, score: -43.24741777641162, epsilon: 0.6619004970766778, total steps: 9861
episode:408, reward: -50, mean reward: -4.25, score: -42.53189468184067, epsilon: 0.6616965642350141, total steps: 9871
episode:409, reward: -50, mean reward: -1.39, score: -47.38687839216223, epsilon: 0.6610037008256417, total steps: 9905
episode:410, reward: -1.9832385595078676, mean reward: -0.98, score: -34.21862680693843, epsilon: 0.6602912788349802, total steps: 9940
episode:411, reward: -50, mean reward: -2.12, score: -65.69943968551746, epsilon: 0.6596609702290497, total steps: 9971
episode:412, reward: -50, mean reward: -2.23, score: -49.11581299338479, epsilon: 0.6592140494085444, total steps: 9993
episode:413, reward: -50, mean reward: -6.96, score: -62.654997094487214, epsilon: 0.6590313126056129, total steps: 10002
episode:414, reward: 0.8808966550975299, mean reward: 0.48, score: 16.95309883355779, epsilon: 0.6583211903927434, total steps: 10037
episode:415, reward: -50, mean reward: -6.8, score: -47.61877245275346, epsilon: 0.6581792653402185, total steps: 10044
episode:416, reward: 0.8639468547346496, mean reward: -0.19, score: -6.517179045286241, epsilon: 0.657470136602852, total steps: 10079
episode:417, reward: -2.949475204472975, mean reward: -0.69, score: -24.26961700105477, epsilon: 0.6567618346999318, total steps: 10114
episode:418, reward: -50, mean reward: -1.83, score: -45.846245215229345, epsilon: 0.6562564104603641, total steps: 10139
episode:419, reward: -50, mean reward: -2.1, score: -56.80274017502026, epsilon: 0.6557110251511524, total steps: 10166
episode:420, reward: -50, mean reward: -3.21, score: -41.676923765199035, epsilon: 0.6554486072349085, total steps: 10179
episode:421, reward: -50, mean reward: -2.18, score: -65.38438572531055, epsilon: 0.6548434612510944, total steps: 10209
episode:422, reward: -50, mean reward: -2.29, score: -50.33666657921512, epsilon: 0.6544000719754482, total steps: 10231
episode:423, reward: -50, mean reward: -1.31, score: -36.78059376351658, epsilon: 0.6538362284095328, total steps: 10259
episode:424, reward: -50, mean reward: -8.04, score: -48.23954036959617, epsilon: 0.6537154732397704, total steps: 10265
episode:425, reward: -0.27304918112281484, mean reward: -0.09, score: -3.090001125312, epsilon: 0.653011549223177, total steps: 10300
episode:426, reward: -50, mean reward: -3.66, score: -47.560036142570624, epsilon: 0.6527503008264209, total steps: 10313
episode:427, reward: -0.15661024255044254, mean reward: 0.23, score: 8.073473270614585, epsilon: 0.6520475021877116, total steps: 10348
episode:428, reward: -50, mean reward: -2.73, score: -35.4325398129678, epsilon: 0.6517866714541707, total steps: 10361
episode:429, reward: 0.9636891927964655, mean reward: 0.53, score: 18.70068165029116, epsilon: 0.6510849963941806, total steps: 10396
episode:430, reward: -50, mean reward: -3.97, score: -47.64446157406246, epsilon: 0.6508446104760117, total steps: 10408
episode:431, reward: -50, mean reward: -1.95, score: -42.83295495223439, epsilon: 0.6504041526159504, total steps: 10430
episode:432, reward: -3.0671727202672514, mean reward: -0.15, score: -5.382797195689932, epsilon: 0.6497040895540899, total steps: 10465
episode:433, reward: -0.8154593414811018, mean reward: -0.42, score: -14.818393033922035, epsilon: 0.6490048427562215, total steps: 10500
episode:434, reward: -0.16502118086285122, mean reward: 0.41, score: 14.206903406792577, epsilon: 0.6483064112705927, total steps: 10535
episode:435, reward: -50, mean reward: -4.24, score: -55.129455169612896, epsilon: 0.6480472013252532, total steps: 10548
episode:436, reward: -2.7291044464150787, mean reward: 0.36, score: 12.60742182250317, epsilon: 0.6473498864364858, total steps: 10583
episode:437, reward: -50, mean reward: -2.27, score: -74.84562683896971, epsilon: 0.6466931628256113, total steps: 10616
episode:438, reward: -50, mean reward: -3.08, score: -43.15805356526434, epsilon: 0.6464147709794423, total steps: 10630
episode:439, reward: 0.3307427661855513, mean reward: -1.17, score: -40.9069350076077, epsilon: 0.6457193594822174, total steps: 10665
episode:440, reward: -0.845913587105656, mean reward: -0.62, score: -21.690554634436097, epsilon: 0.6450247588253237, total steps: 10700
episode:441, reward: 1.2867420049639406, mean reward: 0.35, score: 12.13010210867111, epsilon: 0.6443309680633326, total steps: 10735
episode:442, reward: -50, mean reward: -1.34, score: -47.063586797023675, epsilon: 0.6436379862519175, total steps: 10770
episode:443, reward: -50, mean reward: -8.0, score: -56.01269948274762, epsilon: 0.6434994868806803, total steps: 10777
episode:444, reward: -0.6847456953357494, mean reward: -0.47, score: -16.370248277202677, epsilon: 0.6428074745649959, total steps: 10812
episode:445, reward: -50, mean reward: -3.46, score: -55.36311267176424, epsilon: 0.642491394873971, total steps: 10828
episode:446, reward: -50, mean reward: -2.57, score: -61.67176247757203, epsilon: 0.6420175913047691, total steps: 10852
episode:447, reward: -50, mean reward: -4.27, score: -55.51802640082221, epsilon: 0.641761105924383, total steps: 10865
episode:448, reward: 1.8499931886751426, mean reward: 0.1, score: 3.653880047455459, epsilon: 0.6410711205372093, total steps: 10900
episode:449, reward: -2.2609327599232074, mean reward: -1.06, score: -37.250105927183824, epsilon: 0.6403819396635965, total steps: 10935
episode:450, reward: -50, mean reward: -1.73, score: -31.212534182925936, epsilon: 0.6400278167472968, total steps: 10953
episode:451, reward: -1.2344421107955839, mean reward: -0.14, score: -5.038841258014344, epsilon: 0.6393398523516888, total steps: 10988
episode:452, reward: -50, mean reward: -2.43, score: -65.73087054972189, epsilon: 0.6388096850956237, total steps: 11015
episode:453, reward: -50, mean reward: -6.55, score: -58.9284596553527, epsilon: 0.6386330686838815, total steps: 11024
episode:454, reward: 0.023039526301886326, mean reward: -0.73, score: -25.552944707113227, epsilon: 0.6379467305455129, total steps: 11059
episode:455, reward: -50, mean reward: -5.57, score: -50.11962958907935, epsilon: 0.6377703729813065, total steps: 11068
episode:456, reward: 1.5657966881477137, mean reward: 0.0, score: 0.11474895949370989, epsilon: 0.6370850407343734, total steps: 11103
episode:457, reward: 1.870155108395977, mean reward: 0.49, score: 17.01014103438922, epsilon: 0.6364005075755031, total steps: 11138
episode:458, reward: 1.3584644437995053, mean reward: -0.14, score: -4.741532751198122, epsilon: 0.6357167725729699, total steps: 11173
episode:459, reward: -50, mean reward: -2.6, score: -67.57919874583837, epsilon: 0.6352093712757283, total steps: 11199
episode:460, reward: -50, mean reward: -2.42, score: -70.17913455785103, epsilon: 0.6346439422182364, total steps: 11228
episode:461, reward: -50, mean reward: -2.64, score: -58.088776555428126, epsilon: 0.6342153604931157, total steps: 11250
episode:462, reward: -50, mean reward: -1.72, score: -41.21662959858821, epsilon: 0.6337481751037934, total steps: 11274
episode:463, reward: -50, mean reward: -17.35, score: -52.05332841134256, epsilon: 0.6336898032049266, total steps: 11277
episode:464, reward: -50, mean reward: -2.1, score: -65.03926266876982, epsilon: 0.6330869685931387, total steps: 11308
episode:465, reward: -50, mean reward: -3.15, score: -56.776733413518684, epsilon: 0.6327372213466493, total steps: 11326
episode:466, reward: -50, mean reward: -3.05, score: -45.74348549751042, epsilon: 0.6324459255659898, total steps: 11341
episode:467, reward: 0.08494466829773728, mean reward: -0.8, score: -28.10903831064968, epsilon: 0.6317668015522011, total steps: 11376
episode:468, reward: -50, mean reward: -4.16, score: -62.46856649322274, epsilon: 0.6314759908601566, total steps: 11391
episode:469, reward: -0.8409665060599707, mean reward: -0.42, score: -14.811115177073134, epsilon: 0.6307979977770202, total steps: 11426
episode:470, reward: -50, mean reward: -6.36, score: -50.84348906465419, epsilon: 0.6306431389597064, total steps: 11434
episode:471, reward: 1.4475298645082262, mean reward: -0.24, score: -8.37765127025898, epsilon: 0.629966116970539, total steps: 11469
episode:472, reward: -0.066786974968295, mean reward: -0.82, score: -28.70842057543385, epsilon: 0.6292898843797867, total steps: 11504
episode:473, reward: -50, mean reward: -2.09, score: -45.950415056114565, epsilon: 0.6288652275244528, total steps: 11526
episode:474, reward: -50, mean reward: -1.9, score: -62.725501121029396, epsilon: 0.6282288258592623, total steps: 11559
episode:475, reward: -50, mean reward: -5.32, score: -69.14446835853337, epsilon: 0.6279783143161444, total steps: 11572
episode:476, reward: -50, mean reward: -1.86, score: -52.121971678766926, epsilon: 0.6274391195528137, total steps: 11600
episode:477, reward: -50, mean reward: -3.64, score: -43.73209227616877, epsilon: 0.6272081900939633, total steps: 11612
episode:478, reward: -50, mean reward: -3.02, score: -69.55719659977396, epsilon: 0.6267658334066221, total steps: 11635
episode:479, reward: 1.2765945266062886, mean reward: 0.19, score: 6.519745701576113, epsilon: 0.6260933323029039, total steps: 11670
episode:480, reward: -3.8233775062103064, mean reward: -0.63, score: -22.146897563461835, epsilon: 0.6254216153263104, total steps: 11705
episode:481, reward: -50, mean reward: -8.19, score: -49.164921701007614, epsilon: 0.6253065425109102, total steps: 11711
episode:482, reward: -2.0847878922288885, mean reward: -0.51, score: -17.82293881984245, epsilon: 0.6246357429204946, total steps: 11746
episode:483, reward: -1.0885166795188752, mean reward: -0.52, score: -18.374067980416896, epsilon: 0.6239657254732623, total steps: 11781
episode:484, reward: -50, mean reward: -4.43, score: -44.32033899199672, epsilon: 0.6237744354482132, total steps: 11791
episode:485, reward: -2.82932627981711, mean reward: -0.62, score: -21.65454004428588, epsilon: 0.6231054222737589, total steps: 11826
episode:486, reward: -50, mean reward: -1.7, score: -45.96827554830776, epsilon: 0.6225898594317918, total steps: 11853
episode:487, reward: -2.823179251047918, mean reward: -0.71, score: -24.79462958681148, epsilon: 0.6219222274568337, total steps: 11888
